date,commodity_code,country_code,region,commodity,historical_demand_units,forecast_demand_units,actual_demand_units,demand_units,demand_variance_percent,seasonal_index,trend_component,cyclical_component,irregular_component,demand_type,customer_segment_breakdown,is_anomaly
2016-02,SLC,PL,Europe,Silicon,41266,41756,46945,46945,13.762,0.96,1.208,0.9636,0.1376,seasonal,"{""enterprise"": 19717, ""mid_market"": 15492, ""small_business"": 8450, ""startup"": 3286}",false
2016-02,ALM,PL,Europe,Aluminum,55805,55140,49617,49617,-11.089,0.96,1.1398,0.9636,-0.1109,seasonal,"{""enterprise"": 20839, ""mid_market"": 16374, ""small_business"": 8931, ""startup"": 3473}",false
2016-02,LIT,PL,Europe,Lithium,38596,38567,35853,35853,-7.109,0.96,1.7085,0.9636,-0.0711,seasonal,"{""enterprise"": 15058, ""mid_market"": 11832, ""small_business"": 6454, ""startup"": 2510}",false
2016-02,NIC,PL,Europe,Nickel,76807,77684,78561,78561,2.283,0.96,1.39,0.9636,0.0228,seasonal,"{""enterprise"": 32996, ""mid_market"": 25925, ""small_business"": 14141, ""startup"": 5499}",false
2016-02,REE,PL,Europe,Rare Earth,59647,61464,53705,53705,-9.963,0.96,1.481,0.9636,-0.0996,seasonal,"{""enterprise"": 22556, ""mid_market"": 17723, ""small_business"": 9667, ""startup"": 3759}",false
2016-02,SEM,PL,Europe,Semiconductors,60043,60178,56277,56277,-6.273,0.96,1.299,0.9636,-0.0627,seasonal,"{""enterprise"": 23636, ""mid_market"": 18571, ""small_business"": 10130, ""startup"": 3939}",false
2016-02,RBR,PL,Europe,Rubber,64661,66112,67378,67378,4.201,0.96,1.117,0.9636,0.042,seasonal,"{""enterprise"": 28299, ""mid_market"": 22235, ""small_business"": 12128, ""startup"": 4716}",false
2016-02,TIM,PL,Europe,Timber,50948,51117,38979,38979,-23.494,0.96,1.1625,0.9636,-0.2349,seasonal,"{""enterprise"": 16371, ""mid_market"": 12863, ""small_business"": 7016, ""startup"": 2729}",false
2016-02,CEM,PL,Europe,Cement,20304,19691,19833,19833,-2.319,0.96,1.1079,0.9636,-0.0232,seasonal,"{""enterprise"": 8330, ""mid_market"": 6545, ""small_business"": 3570, ""startup"": 1388}",false
2016-02,GLS,PL,Europe,Glass,34674,35702,43082,43082,24.248,0.96,1.1261,0.9636,0.2425,seasonal,"{""enterprise"": 18095, ""mid_market"": 14217, ""small_business"": 7755, ""startup"": 3016}",false
2016-02,PAP,PL,Europe,Paper,55978,58762,58839,58839,5.11,0.96,1.0806,0.9636,0.0511,seasonal,"{""enterprise"": 24713, ""mid_market"": 19417, ""small_business"": 10591, ""startup"": 4119}",false
2016-02,STL,TR,Middle East,Steel,40702,40812,37265,37265,-8.443,0.96,1.117,0.9636,-0.0844,seasonal,"{""enterprise"": 15652, ""mid_market"": 12298, ""small_business"": 6708, ""startup"": 2609}",false
2016-02,COP,TR,Middle East,Copper,35287,35077,35414,35414,0.359,0.96,1.1625,0.9636,0.0036,seasonal,"{""enterprise"": 14874, ""mid_market"": 11687, ""small_business"": 6375, ""startup"": 2479}",false
2016-02,PLA,TR,Middle East,Plastic,35588,36560,36429,36429,2.363,0.96,1.0942,0.9636,0.0236,seasonal,"{""enterprise"": 15300, ""mid_market"": 12022, ""small_business"": 6557, ""startup"": 2550}",false
2016-02,CTN,TR,Middle East,Cotton,53056,55182,52568,52568,-0.92,0.96,1.0715,0.9636,-0.0092,seasonal,"{""enterprise"": 22079, ""mid_market"": 17348, ""small_business"": 9462, ""startup"": 3680}",false
2016-02,SLC,TR,Middle East,Silicon,36969,37778,36049,36049,-2.491,0.96,1.208,0.9636,-0.0249,seasonal,"{""enterprise"": 15141, ""mid_market"": 11896, ""small_business"": 6489, ""startup"": 2523}",false
2016-02,ALM,TR,Middle East,Aluminum,49995,48169,51917,51917,3.845,0.96,1.1398,0.9636,0.0385,seasonal,"{""enterprise"": 21805, ""mid_market"": 17133, ""small_business"": 9345, ""startup"": 3634}",false
2016-02,LIT,TR,Middle East,Lithium,34578,34914,31301,31301,-9.476,0.96,1.7085,0.9636,-0.0948,seasonal,"{""enterprise"": 13147, ""mid_market"": 10330, ""small_business"": 5634, ""startup"": 2191}",false
2016-02,NIC,TR,Middle East,Nickel,68810,62655,69881,69881,1.557,0.96,1.39,0.9636,0.0156,seasonal,"{""enterprise"": 29350, ""mid_market"": 23061, ""small_business"": 12579, ""startup"": 4892}",false
2016-02,REE,TR,Middle East,Rare Earth,53437,54863,49318,49318,-7.707,0.96,1.481,0.9636,-0.0771,seasonal,"{""enterprise"": 20714, ""mid_market"": 16275, ""small_business"": 8877, ""startup"": 3452}",false
2016-02,SEM,TR,Middle East,Semiconductors,53792,53145,58137,58137,8.078,0.96,1.299,0.9636,0.0808,seasonal,"{""enterprise"": 24418, ""mid_market"": 19185, ""small_business"": 10465, ""startup"": 4070}",false
2016-02,RBR,TR,Middle East,Rubber,57929,61062,52451,52451,-9.455,0.96,1.117,0.9636,-0.0946,seasonal,"{""enterprise"": 22030, ""mid_market"": 17309, ""small_business"": 9441, ""startup"": 3672}",false
2016-02,TIM,TR,Middle East,Timber,45643,44357,50158,50158,9.891,0.96,1.1625,0.9636,0.0989,seasonal,"{""enterprise"": 21067, ""mid_market"": 16552, ""small_business"": 9029, ""startup"": 3511}",false
2016-02,CEM,TR,Middle East,Cement,18190,17758,19028,19028,4.609,0.96,1.1079,0.9636,0.0461,seasonal,"{""enterprise"": 7992, ""mid_market"": 6280, ""small_business"": 3425, ""startup"": 1332}",false
2016-02,GLS,TR,Middle East,Glass,31064,32227,33017,33017,6.288,0.96,1.1261,0.9636,0.0629,seasonal,"{""enterprise"": 13867, ""mid_market"": 10896, ""small_business"": 5943, ""startup"": 2311}",false
2016-02,PAP,TR,Middle East,Paper,50150,49348,50238,50238,0.175,0.96,1.0806,0.9636,0.0017,seasonal,"{""enterprise"": 21100, ""mid_market"": 16579, ""small_business"": 9043, ""startup"": 3517}",false
2016-02,STL,ZA,Africa,Steel,38588,40115,36846,36846,-4.514,0.96,1.117,0.9636,-0.0451,seasonal,"{""enterprise"": 15476, ""mid_market"": 12159, ""small_business"": 6632, ""startup"": 2579}",false
2016-02,COP,ZA,Africa,Copper,33455,33318,29762,29762,-11.038,0.96,1.1625,0.9636,-0.1104,seasonal,"{""enterprise"": 12500, ""mid_market"": 9822, ""small_business"": 5357, ""startup"": 2083}",false
2016-02,PLA,ZA,Africa,Plastic,33740,33549,33050,33050,-2.044,0.96,1.0942,0.9636,-0.0204,seasonal,"{""enterprise"": 13881, ""mid_market"": 10907, ""small_business"": 5949, ""startup"": 2314}",false
2016-02,CTN,ZA,Africa,Cotton,50300,49665,51236,51236,1.86,0.96,1.0715,0.9636,0.0186,seasonal,"{""enterprise"": 21519, ""mid_market"": 16908, ""small_business"": 9223, ""startup"": 3587}",false
2016-02,SLC,ZA,Africa,Silicon,35049,32628,36632,36632,4.514,0.96,1.208,0.9636,0.0451,seasonal,"{""enterprise"": 15385, ""mid_market"": 12089, ""small_business"": 6594, ""startup"": 2564}",false
2016-02,ALM,ZA,Africa,Aluminum,47398,48325,45993,45993,-2.964,0.96,1.1398,0.9636,-0.0296,seasonal,"{""enterprise"": 19317, ""mid_market"": 15178, ""small_business"": 8279, ""startup"": 3220}",false
2016-02,LIT,ZA,Africa,Lithium,32782,31753,34035,34035,3.821,0.96,1.7085,0.9636,0.0382,seasonal,"{""enterprise"": 14295, ""mid_market"": 11232, ""small_business"": 6126, ""startup"": 2382}",false
2016-02,NIC,ZA,Africa,Nickel,65236,65459,59545,59545,-8.724,0.96,1.39,0.9636,-0.0872,seasonal,"{""enterprise"": 25009, ""mid_market"": 19650, ""small_business"": 10718, ""startup"": 4168}",false
2016-02,REE,ZA,Africa,Rare Earth,50661,49107,46506,46506,-8.202,0.96,1.481,0.9636,-0.082,seasonal,"{""enterprise"": 19533, ""mid_market"": 15347, ""small_business"": 8371, ""startup"": 3255}",false
2016-02,SEM,ZA,Africa,Semiconductors,50998,53360,58430,58430,14.572,0.96,1.299,0.9636,0.1457,seasonal,"{""enterprise"": 24541, ""mid_market"": 19282, ""small_business"": 10517, ""startup"": 4090}",false
2016-02,RBR,ZA,Africa,Rubber,54920,57793,50393,50393,-8.243,0.96,1.117,0.9636,-0.0824,seasonal,"{""enterprise"": 21165, ""mid_market"": 16630, ""small_business"": 9071, ""startup"": 3528}",false
2016-02,TIM,ZA,Africa,Timber,43273,43907,42127,42127,-2.648,0.96,1.1625,0.9636,-0.0265,seasonal,"{""enterprise"": 17693, ""mid_market"": 13902, ""small_business"": 7583, ""startup"": 2949}",false
2016-02,CEM,ZA,Africa,Cement,17245,17277,18387,18387,6.621,0.96,1.1079,0.9636,0.0662,seasonal,"{""enterprise"": 7723, ""mid_market"": 6068, ""small_business"": 3310, ""startup"": 1287}",false
2016-02,GLS,ZA,Africa,Glass,29451,29445,30011,30011,1.902,0.96,1.1261,0.9636,0.019,seasonal,"{""enterprise"": 12605, ""mid_market"": 9904, ""small_business"": 5402, ""startup"": 2101}",false
2016-02,PAP,ZA,Africa,Paper,47545,46725,58158,58158,22.32,0.96,1.0806,0.9636,0.2232,seasonal,"{""enterprise"": 24426, ""mid_market"": 19192, ""small_business"": 10468, ""startup"": 4071}",false
2016-02,STL,AU,Oceania,Steel,54339,54019,51051,51051,-6.051,0.96,1.117,0.9636,-0.0605,seasonal,"{""enterprise"": 21442, ""mid_market"": 16847, ""small_business"": 9189, ""startup"": 3574}",false
2016-02,COP,AU,Oceania,Copper,47110,48994,48946,48946,3.897,0.96,1.1625,0.9636,0.039,seasonal,"{""enterprise"": 20557, ""mid_market"": 16152, ""small_business"": 8810, ""startup"": 3426}",false
2016-02,PLA,AU,Oceania,Plastic,47512,47920,46092,46092,-2.988,0.96,1.0942,0.9636,-0.0299,seasonal,"{""enterprise"": 19359, ""mid_market"": 15210, ""small_business"": 8297, ""startup"": 3226}",false
2016-02,CTN,AU,Oceania,Cotton,70832,68678,70387,70387,-0.629,0.96,1.0715,0.9636,-0.0063,seasonal,"{""enterprise"": 29563, ""mid_market"": 23228, ""small_business"": 12670, ""startup"": 4927}",false
2016-02,SLC,AU,Oceania,Silicon,49356,50628,45480,45480,-7.853,0.96,1.208,0.9636,-0.0785,seasonal,"{""enterprise"": 19102, ""mid_market"": 15008, ""small_business"": 8186, ""startup"": 3184}",false
2016-02,ALM,AU,Oceania,Aluminum,66745,66579,67125,67125,0.569,0.96,1.1398,0.9636,0.0057,seasonal,"{""enterprise"": 28193, ""mid_market"": 22151, ""small_business"": 12083, ""startup"": 4699}",false
2016-02,LIT,AU,Oceania,Lithium,46163,45705,44175,44175,-4.305,0.96,1.7085,0.9636,-0.0431,seasonal,"{""enterprise"": 18554, ""mid_market"": 14578, ""small_business"": 7952, ""startup"": 3092}",false
2016-02,NIC,AU,Oceania,Nickel,91864,92688,76368,76368,-16.868,0.96,1.39,0.9636,-0.1687,seasonal,"{""enterprise"": 32075, ""mid_market"": 25202, ""small_business"": 13746, ""startup"": 5346}",false
2016-02,REE,AU,Oceania,Rare Earth,71340,70437,68924,68924,-3.386,0.96,1.481,0.9636,-0.0339,seasonal,"{""enterprise"": 28948, ""mid_market"": 22745, ""small_business"": 12406, ""startup"": 4825}",false
2016-02,SEM,AU,Oceania,Semiconductors,71814,69365,70484,70484,-1.852,0.96,1.299,0.9636,-0.0185,seasonal,"{""enterprise"": 29603, ""mid_market"": 23260, ""small_business"": 12687, ""startup"": 4934}",false
2016-02,RBR,AU,Oceania,Rubber,77337,78538,74734,74734,-3.366,0.96,1.117,0.9636,-0.0337,seasonal,"{""enterprise"": 31388, ""mid_market"": 24662, ""small_business"": 13452, ""startup"": 5231}",false
2016-02,TIM,AU,Oceania,Timber,60936,59838,66441,66441,9.035,0.96,1.1625,0.9636,0.0903,seasonal,"{""enterprise"": 27906, ""mid_market"": 21926, ""small_business"": 11960, ""startup"": 4651}",false
2016-02,CEM,AU,Oceania,Cement,24285,23540,21384,21384,-11.946,0.96,1.1079,0.9636,-0.1195,seasonal,"{""enterprise"": 8981, ""mid_market"": 7057, ""small_business"": 3849, ""startup"": 1497}",false
2016-02,GLS,AU,Oceania,Glass,41472,41574,48289,48289,16.439,0.96,1.1261,0.9636,0.1644,seasonal,"{""enterprise"": 20282, ""mid_market"": 15936, ""small_business"": 8692, ""startup"": 3380}",false
2016-02,PAP,AU,Oceania,Paper,66952,68665,61926,61926,-7.507,0.96,1.0806,0.9636,-0.0751,seasonal,"{""enterprise"": 26009, ""mid_market"": 20436, ""small_business"": 11147, ""startup"": 4335}",false
2016-02,STL,CA,North America,Steel,53750,53971,54641,54641,1.658,0.96,1.117,0.9636,0.0166,seasonal,"{""enterprise"": 22949, ""mid_market"": 18032, ""small_business"": 9835, ""startup"": 3825}",false
2016-02,COP,CA,North America,Copper,46599,46660,38720,38720,-16.909,0.96,1.1625,0.9636,-0.1691,seasonal,"{""enterprise"": 16262, ""mid_market"": 12778, ""small_business"": 6970, ""startup"": 2710}",false
2016-02,PLA,CA,North America,Plastic,46996,48494,42131,42131,-10.353,0.96,1.0942,0.9636,-0.1035,seasonal,"{""enterprise"": 17695, ""mid_market"": 13903, ""small_business"": 7584, ""startup"": 2949}",false
2016-02,CTN,CA,North America,Cotton,70064,70670,70901,70901,1.195,0.96,1.0715,0.9636,0.0119,seasonal,"{""enterprise"": 29779, ""mid_market"": 23398, ""small_business"": 12762, ""startup"": 4963}",false
2016-02,SLC,CA,North America,Silicon,48821,51139,49982,49982,2.378,0.96,1.208,0.9636,0.0238,seasonal,"{""enterprise"": 20993, ""mid_market"": 16494, ""small_business"": 8997, ""startup"": 3499}",false
2016-02,ALM,CA,North America,Aluminum,66021,65760,63552,63552,-3.739,0.96,1.1398,0.9636,-0.0374,seasonal,"{""enterprise"": 26692, ""mid_market"": 20972, ""small_business"": 11440, ""startup"": 4449}",false
2016-02,LIT,CA,North America,Lithium,45662,44854,43282,43282,-5.212,0.96,1.7085,0.9636,-0.0521,seasonal,"{""enterprise"": 18179, ""mid_market"": 14283, ""small_business"": 7791, ""startup"": 3030}",false
2016-02,NIC,CA,North America,Nickel,90868,93908,86049,86049,-5.303,0.96,1.39,0.9636,-0.053,seasonal,"{""enterprise"": 36141, ""mid_market"": 28396, ""small_business"": 15489, ""startup"": 6023}",false
2016-02,REE,CA,North America,Rare Earth,70566,68244,62347,62347,-11.648,0.96,1.481,0.9636,-0.1165,seasonal,"{""enterprise"": 26186, ""mid_market"": 20575, ""small_business"": 11223, ""startup"": 4364}",false
2016-02,SEM,CA,North America,Semiconductors,71035,69430,62422,62422,-12.126,0.96,1.299,0.9636,-0.1213,seasonal,"{""enterprise"": 26217, ""mid_market"": 20599, ""small_business"": 11236, ""startup"": 4370}",false
2016-02,RBR,CA,North America,Rubber,76499,73983,79825,79825,4.348,0.96,1.117,0.9636,0.0435,seasonal,"{""enterprise"": 33527, ""mid_market"": 26342, ""small_business"": 14369, ""startup"": 5588}",false
2016-02,TIM,CA,North America,Timber,60275,58777,60742,60742,0.774,0.96,1.1625,0.9636,0.0077,seasonal,"{""enterprise"": 25512, ""mid_market"": 20045, ""small_business"": 10934, ""startup"": 4252}",false
2016-02,CEM,CA,North America,Cement,24021,23588,24147,24147,0.523,0.96,1.1079,0.9636,0.0052,seasonal,"{""enterprise"": 10142, ""mid_market"": 7969, ""small_business"": 4347, ""startup"": 1690}",false
2016-02,GLS,CA,North America,Glass,41022,40916,39244,39244,-4.334,0.96,1.1261,0.9636,-0.0433,seasonal,"{""enterprise"": 16483, ""mid_market"": 12951, ""small_business"": 7064, ""startup"": 2747}",false
2016-02,PAP,CA,North America,Paper,66226,66072,58602,58602,-11.513,0.96,1.0806,0.9636,-0.1151,seasonal,"{""enterprise"": 24613, ""mid_market"": 19339, ""small_business"": 10548, ""startup"": 4102}",false
2016-03,STL,IN,Asia,Steel,40465,40160,48549,48549,19.977,1,1.126,0.9854,0.1998,baseline,"{""enterprise"": 20391, ""mid_market"": 16021, ""small_business"": 8739, ""startup"": 3398}",false
2016-03,COP,IN,Asia,Copper,35176,35883,30164,30164,-14.248,1,1.175,0.9854,-0.1425,baseline,"{""enterprise"": 12669, ""mid_market"": 9954, ""small_business"": 5430, ""startup"": 2112}",false
2016-03,PLA,IN,Asia,Plastic,35331,33910,32052,32052,-9.281,1,1.1015,0.9854,-0.0928,baseline,"{""enterprise"": 13462, ""mid_market"": 10577, ""small_business"": 5769, ""startup"": 2244}",false
2016-03,CTN,IN,Asia,Cotton,52594,52487,57675,57675,9.66,1,1.077,0.9854,0.0966,baseline,"{""enterprise"": 24224, ""mid_market"": 19033, ""small_business"": 10382, ""startup"": 4037}",false
2016-03,SLC,IN,Asia,Silicon,36944,36610,40324,40324,9.151,1,1.224,0.9854,0.0915,baseline,"{""enterprise"": 16936, ""mid_market"": 13307, ""small_business"": 7258, ""startup"": 2823}",false
2016-03,ALM,IN,Asia,Aluminum,49772,49376,53281,53281,7.052,1,1.1505,0.9854,0.0705,baseline,"{""enterprise"": 22378, ""mid_market"": 17583, ""small_business"": 9591, ""startup"": 3730}",false
2016-03,LIT,IN,Asia,Lithium,35190,35466,29392,29392,-16.474,1,1.763,0.9854,-0.1647,baseline,"{""enterprise"": 12345, ""mid_market"": 9700, ""small_business"": 5291, ""startup"": 2057}",false
2016-03,NIC,IN,Asia,Nickel,69327,71136,72581,72581,4.693,1,1.42,0.9854,0.0469,baseline,"{""enterprise"": 30484, ""mid_market"": 23952, ""small_business"": 13065, ""startup"": 5081}",false
2016-03,REE,IN,Asia,Rare Earth,54018,53169,68716,68716,27.21,1,1.518,0.9854,0.2721,baseline,"{""enterprise"": 28861, ""mid_market"": 22677, ""small_business"": 12369, ""startup"": 4810}",false
2016-03,SEM,IN,Asia,Semiconductors,53991,54701,53033,53033,-1.773,1,1.322,0.9854,-0.0177,baseline,"{""enterprise"": 22274, ""mid_market"": 17501, ""small_business"": 9546, ""startup"": 3712}",false
2016-03,RBR,IN,Asia,Rubber,57592,56362,59834,59834,3.894,1,1.126,0.9854,0.0389,baseline,"{""enterprise"": 25131, ""mid_market"": 19746, ""small_business"": 10770, ""startup"": 4188}",false
2016-03,TIM,IN,Asia,Timber,45499,46476,44081,44081,-3.118,1,1.175,0.9854,-0.0312,baseline,"{""enterprise"": 18514, ""mid_market"": 14547, ""small_business"": 7935, ""startup"": 3086}",false
2016-03,CEM,IN,Asia,Cement,18074,18486,14387,14387,-20.4,1,1.1162,0.9854,-0.204,baseline,"{""enterprise"": 6043, ""mid_market"": 4748, ""small_business"": 2590, ""startup"": 1007}",false
2016-03,GLS,IN,Asia,Glass,30900,30221,28843,28843,-6.657,1,1.1358,0.9854,-0.0666,baseline,"{""enterprise"": 12114, ""mid_market"": 9518, ""small_business"": 5192, ""startup"": 2019}",false
2016-03,PAP,IN,Asia,Paper,49743,49061,44809,44809,-9.92,1,1.0868,0.9854,-0.0992,baseline,"{""enterprise"": 18820, ""mid_market"": 14787, ""small_business"": 8066, ""startup"": 3137}",false
2016-03,STL,CN,Asia,Steel,45624,46129,46032,46032,0.894,1,1.126,0.9854,0.0089,baseline,"{""enterprise"": 19333, ""mid_market"": 15191, ""small_business"": 8286, ""startup"": 3222}",false
2016-03,COP,CN,Asia,Copper,39660,39535,29961,29961,-24.455,1,1.175,0.9854,-0.2446,baseline,"{""enterprise"": 12584, ""mid_market"": 9887, ""small_business"": 5393, ""startup"": 2097}",false
2016-03,PLA,CN,Asia,Plastic,39835,37423,41276,41276,3.618,1,1.1015,0.9854,0.0362,baseline,"{""enterprise"": 17336, ""mid_market"": 13621, ""small_business"": 7430, ""startup"": 2889}",false
2016-03,CTN,CN,Asia,Cotton,59299,59827,54237,54237,-8.536,1,1.077,0.9854,-0.0854,baseline,"{""enterprise"": 22780, ""mid_market"": 17898, ""small_business"": 9763, ""startup"": 3797}",false
2016-03,SLC,CN,Asia,Silicon,41653,41562,36527,36527,-12.305,1,1.224,0.9854,-0.1231,baseline,"{""enterprise"": 15342, ""mid_market"": 12054, ""small_business"": 6575, ""startup"": 2557}",false
2016-03,ALM,CN,Asia,Aluminum,56116,55451,66206,66206,17.981,1,1.1505,0.9854,0.1798,baseline,"{""enterprise"": 27807, ""mid_market"": 21848, ""small_business"": 11917, ""startup"": 4634}",false
2016-03,LIT,CN,Asia,Lithium,39675,40161,43425,43425,9.45,1,1.763,0.9854,0.0945,baseline,"{""enterprise"": 18239, ""mid_market"": 14330, ""small_business"": 7817, ""startup"": 3040}",false
2016-03,NIC,CN,Asia,Nickel,78165,77918,77132,77132,-1.321,1,1.42,0.9854,-0.0132,baseline,"{""enterprise"": 32396, ""mid_market"": 25454, ""small_business"": 13884, ""startup"": 5399}",false
2016-03,REE,CN,Asia,Rare Earth,60904,60478,72538,72538,19.103,1,1.518,0.9854,0.191,baseline,"{""enterprise"": 30466, ""mid_market"": 23938, ""small_business"": 13057, ""startup"": 5078}",false
2016-03,SEM,CN,Asia,Semiconductors,60873,61132,69000,69000,13.351,1,1.322,0.9854,0.1335,baseline,"{""enterprise"": 28980, ""mid_market"": 22770, ""small_business"": 12420, ""startup"": 4830}",false
2016-03,RBR,CN,Asia,Rubber,64933,65538,66771,66771,2.83,1,1.126,0.9854,0.0283,baseline,"{""enterprise"": 28044, ""mid_market"": 22035, ""small_business"": 12019, ""startup"": 4674}",false
2016-03,TIM,CN,Asia,Timber,51299,53291,51929,51929,1.228,1,1.175,0.9854,0.0123,baseline,"{""enterprise"": 21811, ""mid_market"": 17137, ""small_business"": 9347, ""startup"": 3635}",false
2016-03,CEM,CN,Asia,Cement,20378,20569,20715,20715,1.651,1,1.1162,0.9854,0.0165,baseline,"{""enterprise"": 8700, ""mid_market"": 6836, ""small_business"": 3729, ""startup"": 1450}",false
2016-03,GLS,CN,Asia,Glass,34839,34701,30429,30429,-12.659,1,1.1358,0.9854,-0.1266,baseline,"{""enterprise"": 12780, ""mid_market"": 10042, ""small_business"": 5477, ""startup"": 2130}",false
2016-03,PAP,CN,Asia,Paper,56084,56746,56551,56551,0.833,1,1.0868,0.9854,0.0083,baseline,"{""enterprise"": 23752, ""mid_market"": 18662, ""small_business"": 10179, ""startup"": 3959}",false
2016-03,STL,US,North America,Steel,60261,58848,67925,67925,12.717,1,1.126,0.9854,0.1272,baseline,"{""enterprise"": 28529, ""mid_market"": 22415, ""small_business"": 12227, ""startup"": 4755}",false
